filepaths,age,target
face_age\059\5266.png,59,5
face_age\004\9608.png,4,0
face_age\024\6096.png,24,3
face_age\031\3832.png,31,3
face_age\065\8808.png,65,6
face_age\042\5802.png,42,4
face_age\013\9650.png,13,2
face_age\025\9562.png,25,3
face_age\001\2123.png,1,0
face_age\003\5816.png,3,0
face_age\035\1318.png,35,4
face_age\019\2581.png,19,3
face_age\001\2601.png,1,0
face_age\059\9463.png,59,5
face_age\070\646.png,70,6
face_age\028\5751.png,28,3
face_age\001\6431.png,1,0
face_age\001\7251.png,1,0
face_age\023\4037.png,23,3
face_age\001\8548.png,1,0
face_age\057\1846.png,57,5
face_age\048\3453.png,48,5
face_age\086\1119.png,86,6
face_age\019\8789.png,19,3
face_age\064\9670.png,64,5
face_age\053\3704.png,53,5
face_age\006\539.png,6,1
face_age\021\6640.png,21,3
face_age\086\6966.png,86,6
face_age\040\7774.png,40,4
face_age\002\5449.png,2,0
face_age\085\9092.png,85,6
face_age\025\7678.png,25,3
face_age\006\4506.png,6,1
face_age\026\297.png,26,3
face_age\085\7484.png,85,6
face_age\038\8575.png,38,4
face_age\016\5410.png,16,2
face_age\035\9699.png,35,4
face_age\008\8011.png,8,1
face_age\008\3787.png,8,1
face_age\028\4370.png,28,3
face_age\001\7726.png,1,0
face_age\002\6609.png,2,0
face_age\075\3042.png,75,6
face_age\016\5769.png,16,2
face_age\060\7172.png,60,5
face_age\052\6339.png,52,5
face_age\005\8639.png,5,1
face_age\011\8111.png,11,1
face_age\022\6473.png,22,3
face_age\002\8715.png,2,0
face_age\075\5724.png,75,6
face_age\064\7079.png,64,5
face_age\073\5312.png,73,6
face_age\008\2016.png,8,1
face_age\036\1505.png,36,4
face_age\001\8091.png,1,0
face_age\002\216.png,2,0
face_age\039\71.png,39,4
face_age\008\6276.png,8,1
face_age\002\5544.png,2,0
face_age\001\3470.png,1,0
face_age\099\7280.png,99,6
face_age\023\1083.png,23,3
face_age\044\8093.png,44,4
face_age\004\5748.png,4,0
face_age\002\1003.png,2,0
face_age\032\337.png,32,3
face_age\049\384.png,49,5
face_age\056\2589.png,56,5
face_age\039\8302.png,39,4
face_age\018\3351.png,18,2
face_age\042\2996.png,42,4
face_age\072\3200.png,72,6
face_age\036\233.png,36,4
face_age\033\1606.png,33,3
face_age\050\6991.png,50,5
face_age\001\602.png,1,0
face_age\052\8718.png,52,5
face_age\065\3531.png,65,6
face_age\001\6264.png,1,0
face_age\053\5082.png,53,5
face_age\037\6465.png,37,4
face_age\045\7038.png,45,5
face_age\004\1678.png,4,0
face_age\006\5621.png,6,1
face_age\068\2173.png,68,6
face_age\015\4615.png,15,2
face_age\096\302.png,96,6
face_age\041\9551.png,41,4
face_age\034\1478.png,34,3
face_age\014\8461.png,14,2
face_age\004\5681.png,4,0
face_age\024\6543.png,24,3
face_age\013\9395.png,13,2
face_age\002\5163.png,2,0
face_age\036\4798.png,36,4
face_age\012\4273.png,12,2
face_age\050\1109.png,50,5
face_age\026\6417.png,26,3
face_age\027\3831.png,27,3
face_age\010\2835.png,10,1
face_age\003\9756.png,3,0
face_age\062\6299.png,62,5
face_age\035\2366.png,35,4
face_age\086\5807.png,86,6
face_age\008\9073.png,8,1
face_age\053\3993.png,53,5
face_age\002\2595.png,2,0
face_age\039\8675.png,39,4
face_age\056\2356.png,56,5
face_age\003\3514.png,3,0
face_age\026\3828.png,26,3
face_age\026\7509.png,26,3
face_age\001\8950.png,1,0
face_age\015\4962.png,15,2
face_age\052\4889.png,52,5
face_age\007\5767.png,7,1
face_age\020\6112.png,20,3
face_age\003\3404.png,3,0
face_age\051\6149.png,51,5
face_age\075\8438.png,75,6
face_age\005\5869.png,5,1
face_age\046\7042.png,46,5
face_age\049\1121.png,49,5
face_age\060\7620.png,60,5
face_age\003\2747.png,3,0
face_age\015\5846.png,15,2
face_age\023\354.png,23,3
face_age\008\1309.png,8,1
face_age\050\9186.png,50,5
face_age\028\6570.png,28,3
face_age\047\540.png,47,5
face_age\031\5718.png,31,3
face_age\025\686.png,25,3
face_age\019\4269.png,19,3
face_age\053\2788.png,53,5
face_age\054\2503.png,54,5
face_age\012\8330.png,12,2
face_age\038\1282.png,38,4
face_age\001\8964.png,1,0
face_age\048\9033.png,48,5
face_age\080\4318.png,80,6
face_age\064\2437.png,64,5
face_age\026\6084.png,26,3
face_age\086\5872.png,86,6
face_age\057\6802.png,57,5
face_age\002\7845.png,2,0
face_age\002\3394.png,2,0
face_age\029\893.png,29,3
face_age\002\4793.png,2,0
face_age\026\2120.png,26,3
face_age\001\7602.png,1,0
face_age\037\6848.png,37,4
face_age\015\1692.png,15,2
face_age\001\9206.png,1,0
face_age\032\6803.png,32,3
face_age\072\6720.png,72,6
face_age\056\1564.png,56,5
face_age\070\5344.png,70,6
face_age\018\7473.png,18,2
face_age\010\5059.png,10,1
face_age\001\6873.png,1,0
face_age\060\4067.png,60,5
face_age\076\5489.png,76,6
face_age\063\7519.png,63,5
face_age\025\4017.png,25,3
face_age\073\9420.png,73,6
face_age\005\4448.png,5,1
face_age\056\6051.png,56,5
face_age\039\4792.png,39,4
face_age\016\9424.png,16,2
face_age\049\5118.png,49,5
face_age\056\6429.png,56,5
face_age\002\1168.png,2,0
face_age\004\4014.png,4,0
face_age\043\3350.png,43,4
face_age\003\6269.png,3,0
face_age\034\6673.png,34,3
face_age\005\8620.png,5,1
face_age\055\8109.png,55,5
face_age\051\6713.png,51,5
face_age\060\568.png,60,5
face_age\039\9086.png,39,4
face_age\033\8538.png,33,3
face_age\035\1181.png,35,4
face_age\054\6766.png,54,5
face_age\003\1946.png,3,0
face_age\070\3368.png,70,6
face_age\004\5669.png,4,0
face_age\035\290.png,35,4
face_age\045\947.png,45,5
face_age\032\3216.png,32,3
face_age\001\811.png,1,0
face_age\053\6569.png,53,5
face_age\041\8550.png,41,4
face_age\008\6406.png,8,1
face_age\015\5318.png,15,2
face_age\017\8102.png,17,2
face_age\004\7306.png,4,0
face_age\036\3032.png,36,4
face_age\038\221.png,38,4
face_age\032\5486.png,32,3
face_age\075\8172.png,75,6
face_age\018\9006.png,18,2
face_age\031\1467.png,31,3
face_age\054\744.png,54,5
face_age\022\5682.png,22,3
face_age\018\6274.png,18,2
face_age\036\4059.png,36,4
face_age\022\3014.png,22,3
face_age\062\504.png,62,5
face_age\025\6925.png,25,3
face_age\009\6086.png,9,1
face_age\064\8584.png,64,5
face_age\002\914.png,2,0
face_age\085\5095.png,85,6
face_age\035\801.png,35,4
face_age\028\2135.png,28,3
face_age\016\8255.png,16,2
face_age\029\7912.png,29,3
face_age\002\4782.png,2,0
face_age\021\2211.png,21,3
face_age\050\8580.png,50,5
face_age\008\4971.png,8,1
face_age\011\9516.png,11,1
face_age\002\9493.png,2,0
face_age\002\2532.png,2,0
face_age\003\4137.png,3,0
face_age\004\3789.png,4,0
face_age\016\7530.png,16,2
face_age\025\6665.png,25,3
face_age\050\2687.png,50,5
face_age\008\5861.png,8,1
face_age\054\4947.png,54,5
face_age\009\5244.png,9,1
face_age\061\524.png,61,5
face_age\026\6504.png,26,3
face_age\030\5901.png,30,3
face_age\020\4287.png,20,3
face_age\008\9068.png,8,1
face_age\007\6332.png,7,1
face_age\052\4853.png,52,5
face_age\028\9598.png,28,3
face_age\034\6426.png,34,3
face_age\063\5686.png,63,5
face_age\001\7001.png,1,0
face_age\054\6287.png,54,5
face_age\006\1502.png,6,1
face_age\027\8037.png,27,3
face_age\001\3706.png,1,0
face_age\041\4484.png,41,4
face_age\015\8851.png,15,2
face_age\001\7825.png,1,0
face_age\042\3653.png,42,4
face_age\075\2108.png,75,6
face_age\001\2939.png,1,0
face_age\015\9067.png,15,2
face_age\030\9181.png,30,3
face_age\001\6066.png,1,0
face_age\002\6810.png,2,0
face_age\028\7163.png,28,3
face_age\043\8354.png,43,4
face_age\038\8850.png,38,4
face_age\050\265.png,50,5
face_age\050\7748.png,50,5
face_age\001\2220.png,1,0
face_age\041\1448.png,41,4
face_age\036\1781.png,36,4
face_age\003\1095.png,3,0
face_age\024\3047.png,24,3
face_age\082\5106.png,82,6
face_age\004\6613.png,4,0
face_age\022\4814.png,22,3
face_age\056\7457.png,56,5
face_age\020\7357.png,20,3
face_age\003\2793.png,3,0
face_age\041\6598.png,41,4
face_age\053\9603.png,53,5
face_age\017\3528.png,17,2
face_age\012\7762.png,12,2
face_age\005\4820.png,5,1
face_age\043\1413.png,43,4
face_age\003\2104.png,3,0
face_age\049\2707.png,49,5
face_age\053\7231.png,53,5
face_age\008\4445.png,8,1
face_age\004\5287.png,4,0
face_age\003\5154.png,3,0
face_age\076\1127.png,76,6
face_age\056\2974.png,56,5
face_age\003\840.png,3,0
face_age\047\3914.png,47,5
face_age\018\8998.png,18,2
face_age\001\453.png,1,0
face_age\016\5446.png,16,2
face_age\028\2225.png,28,3
face_age\045\383.png,45,5
face_age\038\6817.png,38,4
face_age\021\8231.png,21,3
face_age\001\7174.png,1,0
face_age\050\9103.png,50,5
face_age\013\1849.png,13,2
face_age\002\4586.png,2,0
face_age\085\2594.png,85,6
face_age\041\8743.png,41,4
face_age\053\2397.png,53,5
face_age\061\8592.png,61,5
face_age\026\3077.png,26,3
face_age\055\5595.png,55,5
face_age\020\3963.png,20,3
face_age\040\2361.png,40,4
face_age\002\667.png,2,0
face_age\001\7713.png,1,0
face_age\001\5264.png,1,0
face_age\061\8738.png,61,5
face_age\028\5325.png,28,3
face_age\006\1150.png,6,1
face_age\027\7999.png,27,3
face_age\032\6849.png,32,3
face_age\061\3328.png,61,5
face_age\051\447.png,51,5
face_age\022\9264.png,22,3
face_age\036\1056.png,36,4
face_age\057\3658.png,57,5
face_age\029\1646.png,29,3
face_age\043\8337.png,43,4
face_age\004\6727.png,4,0
face_age\039\4391.png,39,4
face_age\039\3851.png,39,4
face_age\025\2365.png,25,3
face_age\002\8923.png,2,0
face_age\027\710.png,27,3
face_age\001\3434.png,1,0
face_age\054\896.png,54,5
face_age\034\7710.png,34,3
face_age\065\7268.png,65,6
face_age\026\7315.png,26,3
face_age\011\1677.png,11,1
face_age\045\1213.png,45,5
face_age\003\3214.png,3,0
face_age\072\90.png,72,6
face_age\022\2903.png,22,3
face_age\065\4999.png,65,6
face_age\032\638.png,32,3
face_age\049\7994.png,49,5
face_age\042\7906.png,42,4
face_age\028\382.png,28,3
face_age\006\5159.png,6,1
face_age\049\7228.png,49,5
face_age\045\785.png,45,5
face_age\058\505.png,58,5
face_age\026\4010.png,26,3
face_age\002\4838.png,2,0
face_age\040\3064.png,40,4
face_age\031\3732.png,31,3
face_age\016\8523.png,16,2
face_age\001\7797.png,1,0
face_age\072\8061.png,72,6
face_age\003\5097.png,3,0
face_age\014\6397.png,14,2
face_age\063\1195.png,63,5
face_age\002\2086.png,2,0
face_age\001\7706.png,1,0
face_age\002\3221.png,2,0
face_age\027\7084.png,27,3
face_age\001\9522.png,1,0
face_age\004\6947.png,4,0
face_age\036\1698.png,36,4
face_age\010\8549.png,10,1
face_age\008\6114.png,8,1
face_age\001\2620.png,1,0
face_age\034\3651.png,34,3
face_age\017\4818.png,17,2
face_age\016\2390.png,16,2
face_age\038\5272.png,38,4
face_age\035\5005.png,35,4
face_age\016\4171.png,16,2
face_age\001\3986.png,1,0
face_age\003\1031.png,3,0
face_age\065\5650.png,65,6
face_age\037\1675.png,37,4
face_age\003\9528.png,3,0
face_age\001\9373.png,1,0
face_age\020\6993.png,20,3
face_age\059\2622.png,59,5
face_age\031\7890.png,31,3
face_age\003\6202.png,3,0
face_age\062\6251.png,62,5
face_age\016\6272.png,16,2
face_age\008\4610.png,8,1
face_age\003\9327.png,3,0
face_age\026\1375.png,26,3
face_age\030\1736.png,30,3
face_age\022\6872.png,22,3
face_age\048\4353.png,48,5
face_age\026\5207.png,26,3
face_age\003\6987.png,3,0
face_age\039\3907.png,39,4
face_age\041\8452.png,41,4
face_age\001\1609.png,1,0
face_age\025\5646.png,25,3
face_age\053\2610.png,53,5
face_age\049\5502.png,49,5
face_age\001\9081.png,1,0
face_age\006\5896.png,6,1
face_age\001\2674.png,1,0
face_age\001\6303.png,1,0
face_age\001\6516.png,1,0
face_age\001\9486.png,1,0
face_age\071\7267.png,71,6
face_age\028\6567.png,28,3
face_age\037\559.png,37,4
face_age\035\7572.png,35,4
face_age\001\5596.png,1,0
face_age\001\7032.png,1,0
face_age\035\9682.png,35,4
face_age\061\147.png,61,5
face_age\005\2681.png,5,1
face_age\036\6492.png,36,4
face_age\043\4562.png,43,4
face_age\003\5687.png,3,0
face_age\001\4393.png,1,0
face_age\035\844.png,35,4
face_age\051\2487.png,51,5
face_age\013\4027.png,13,2
face_age\001\2950.png,1,0
face_age\092\1668.png,92,6
face_age\088\3635.png,88,6
face_age\024\765.png,24,3
face_age\054\6413.png,54,5
face_age\050\2537.png,50,5
face_age\065\4384.png,65,6
face_age\061\2925.png,61,5
face_age\001\1105.png,1,0
face_age\028\2612.png,28,3
face_age\059\7883.png,59,5
face_age\042\4199.png,42,4
face_age\070\7298.png,70,6
face_age\056\2192.png,56,5
face_age\016\8163.png,16,2
face_age\002\759.png,2,0
face_age\053\2167.png,53,5
face_age\085\4846.png,85,6
face_age\001\7029.png,1,0
face_age\026\4074.png,26,3
face_age\008\7069.png,8,1
face_age\022\935.png,22,3
face_age\004\4255.png,4,0
face_age\029\2014.png,29,3
face_age\032\8594.png,32,3
face_age\060\8334.png,60,5
face_age\022\6914.png,22,3
face_age\040\1349.png,40,4
face_age\040\4836.png,40,4
face_age\016\7577.png,16,2
face_age\008\6915.png,8,1
face_age\056\421.png,56,5
face_age\020\516.png,20,3
face_age\003\2987.png,3,0
face_age\047\2587.png,47,5
face_age\004\3377.png,4,0
face_age\030\8385.png,30,3
face_age\025\2003.png,25,3
face_age\053\8445.png,53,5
face_age\021\1228.png,21,3
face_age\021\9580.png,21,3
face_age\089\4148.png,89,6
face_age\056\1749.png,56,5
face_age\050\1644.png,50,5
face_age\020\2634.png,20,3
face_age\052\2391.png,52,5
face_age\001\5058.png,1,0
face_age\067\22.png,67,6
face_age\033\6719.png,33,3
face_age\012\9490.png,12,2
face_age\015\9256.png,15,2
face_age\014\4050.png,14,2
face_age\017\4656.png,17,2
face_age\029\7215.png,29,3
face_age\056\9728.png,56,5
face_age\031\78.png,31,3
face_age\065\3432.png,65,6
face_age\035\7412.png,35,4
face_age\006\2160.png,6,1
face_age\047\9679.png,47,5
face_age\024\3326.png,24,3
face_age\026\6368.png,26,3
face_age\026\4813.png,26,3
face_age\034\2883.png,34,3
face_age\009\8033.png,9,1
face_age\010\8562.png,10,1
face_age\040\6551.png,40,4
face_age\015\8212.png,15,2
face_age\038\4715.png,38,4
face_age\085\5956.png,85,6
face_age\011\1016.png,11,1
face_age\023\4330.png,23,3
face_age\034\105.png,34,3
face_age\009\4458.png,9,1
face_age\039\8611.png,39,4
face_age\002\5343.png,2,0
face_age\053\2005.png,53,5
face_age\060\4646.png,60,5
face_age\028\2539.png,28,3
face_age\001\3266.png,1,0
face_age\003\9076.png,3,0
face_age\030\4096.png,30,3
face_age\009\6895.png,9,1
face_age\052\1065.png,52,5
face_age\025\1101.png,25,3
face_age\042\1957.png,42,4
face_age\055\3004.png,55,5
face_age\002\4289.png,2,0
face_age\016\3197.png,16,2
face_age\016\3972.png,16,2
face_age\060\1654.png,60,5
face_age\025\3837.png,25,3
face_age\031\3253.png,31,3
face_age\056\4000.png,56,5
face_age\090\5936.png,90,6
face_age\002\6601.png,2,0
face_age\006\8792.png,6,1
face_age\023\2662.png,23,3
face_age\001\1994.png,1,0
face_age\029\3550.png,29,3
face_age\001\6399.png,1,0
face_age\032\4979.png,32,3
face_age\054\4469.png,54,5
face_age\065\2504.png,65,6
face_age\045\5996.png,45,5
face_age\002\6542.png,2,0
face_age\001\5643.png,1,0
face_age\028\6451.png,28,3
face_age\052\330.png,52,5
face_age\002\4589.png,2,0
face_age\022\7583.png,22,3
face_age\008\2655.png,8,1
face_age\002\4976.png,2,0
face_age\005\8553.png,5,1
face_age\085\8175.png,85,6
face_age\009\4258.png,9,1
face_age\002\6425.png,2,0
face_age\061\5461.png,61,5
face_age\013\3416.png,13,2
face_age\028\8055.png,28,3
face_age\003\5963.png,3,0
face_age\028\9749.png,28,3
face_age\090\4193.png,90,6
face_age\001\7925.png,1,0
face_age\002\4690.png,2,0
face_age\021\7653.png,21,3
face_age\054\2780.png,54,5
face_age\022\522.png,22,3
face_age\053\188.png,53,5
face_age\023\1273.png,23,3
face_age\065\8581.png,65,6
face_age\039\3923.png,39,4
face_age\005\7948.png,5,1
face_age\010\3774.png,10,1
face_age\046\3560.png,46,5
face_age\018\6498.png,18,2
face_age\055\9355.png,55,5
face_age\049\5219.png,49,5
face_age\053\5493.png,53,5
face_age\025\1594.png,25,3
face_age\031\3925.png,31,3
face_age\007\5099.png,7,1
face_age\004\6025.png,4,0
face_age\001\1786.png,1,0
face_age\003\7810.png,3,0
face_age\002\7789.png,2,0
face_age\006\530.png,6,1
face_age\018\5462.png,18,2
face_age\061\5186.png,61,5
face_age\039\6476.png,39,4
face_age\049\8991.png,49,5
face_age\007\2290.png,7,1
face_age\060\4165.png,60,5
face_age\017\3089.png,17,2
face_age\003\8478.png,3,0
face_age\054\2799.png,54,5
face_age\015\3508.png,15,2
face_age\080\7168.png,80,6
face_age\001\7063.png,1,0
face_age\040\3753.png,40,4
face_age\031\6839.png,31,3
face_age\043\76.png,43,4
face_age\020\747.png,20,3
face_age\012\5899.png,12,2
face_age\001\8565.png,1,0
face_age\009\8981.png,9,1
face_age\026\170.png,26,3
face_age\037\3613.png,37,4
face_age\016\8487.png,16,2
face_age\063\8929.png,63,5
face_age\003\1627.png,3,0
face_age\001\2886.png,1,0
face_age\024\9658.png,24,3
face_age\059\2155.png,59,5
face_age\001\9379.png,1,0
face_age\001\1615.png,1,0
face_age\024\9311.png,24,3
face_age\016\7514.png,16,2
face_age\001\4427.png,1,0
face_age\012\1388.png,12,2
face_age\002\3696.png,2,0
face_age\080\8474.png,80,6
face_age\032\529.png,32,3
face_age\057\8075.png,57,5
face_age\092\9685.png,92,6
face_age\024\1421.png,24,3
face_age\018\3098.png,18,2
face_age\110\3906.png,110,6
face_age\026\6777.png,26,3
face_age\001\4879.png,1,0
face_age\024\2414.png,24,3
face_age\073\3314.png,73,6
face_age\002\5311.png,2,0
face_age\001\5187.png,1,0
face_age\001\2952.png,1,0
face_age\049\2889.png,49,5
face_age\034\7534.png,34,3
face_age\026\5721.png,26,3
face_age\080\8975.png,80,6
face_age\021\3570.png,21,3
face_age\090\4386.png,90,6
face_age\060\7975.png,60,5
face_age\004\8395.png,4,0
face_age\014\5781.png,14,2
face_age\005\626.png,5,1
face_age\041\4665.png,41,4
face_age\024\926.png,24,3
face_age\001\4869.png,1,0
face_age\053\266.png,53,5
face_age\002\6858.png,2,0
face_age\027\4056.png,27,3
face_age\014\3353.png,14,2
face_age\031\459.png,31,3
face_age\001\5255.png,1,0
face_age\037\5212.png,37,4
face_age\027\7798.png,27,3
face_age\020\7831.png,20,3
face_age\001\4233.png,1,0
face_age\018\5133.png,18,2
face_age\001\6536.png,1,0
face_age\063\9146.png,63,5
face_age\068\7648.png,68,6
face_age\005\1981.png,5,1
face_age\013\2015.png,13,2
face_age\042\963.png,42,4
face_age\064\1272.png,64,5
face_age\042\5036.png,42,4
face_age\048\2279.png,48,5
face_age\047\7388.png,47,5
face_age\001\2022.png,1,0
face_age\003\4892.png,3,0
face_age\002\8953.png,2,0
face_age\049\5645.png,49,5
face_age\014\7209.png,14,2
face_age\001\2417.png,1,0
face_age\002\2680.png,2,0
face_age\025\8349.png,25,3
face_age\023\1295.png,23,3
face_age\001\169.png,1,0
face_age\001\9491.png,1,0
face_age\031\5944.png,31,3
face_age\024\6049.png,24,3
face_age\025\1313.png,25,3
face_age\009\3184.png,9,1
face_age\027\8368.png,27,3
face_age\012\4874.png,12,2
face_age\001\2774.png,1,0
face_age\073\8101.png,73,6
face_age\085\1645.png,85,6
face_age\062\5458.png,62,5
face_age\057\9163.png,57,5
face_age\065\3246.png,65,6
face_age\001\6908.png,1,0
face_age\003\1804.png,3,0
face_age\012\9113.png,12,2
face_age\037\6717.png,37,4
face_age\030\1092.png,30,3
face_age\015\7116.png,15,2
face_age\049\5518.png,49,5
face_age\010\5510.png,10,1
face_age\038\3922.png,38,4
face_age\009\2360.png,9,1
face_age\001\31.png,1,0
face_age\014\513.png,14,2
face_age\001\7363.png,1,0
